AtcoCode,TiplocCode,CrsCode,StationName,StationNameLang,GridType,Easting,Northing,CreationDateTime,ModificationDateTime,RevisionNumber,Modification
9100MONTRSE,MONTRSE,MTS,Montrose Rail Station,,U,371200,758000,,,,
9100IRLAM,IRLAM,IRL,Irlam Rail Station,,U,371315,393146,,,,
9100LRNCKRK,LRNCKRK,LAU,Laurencekirk Rail Station,,U,371670,771750,,,,
9100BOLTON,BOLTON,BON,Bolton Rail Station,,U,371900,408700,,,,
9100PLUMLEY,PLUMLEY,PLM,Plumley Rail Station,,U,372112,375381,,,,
9100RISHTON,RISHTON,RIS,Rishton Rail Station,,U,372400,429800,,,,
9100ENTWISL,ENTWISL,ENT,Entwistle Rail Station,,U,372700,417800,,,,
9100HITW,HITW,HID,Hall i' th' Wood Rail Station,,U,372757,411285,,,,
9100BRMCRSS,BRMCRSS,BMC,Bromley Cross Rail Station,,U,372914,413133,,,,
9100WHALLEY,WHALLEY,WHE,Whalley Rail Station,,U,372960,436495,,,,
9100CLPM,CLPM,CPY,Clapham (N Yorks) Rail Station,,U,373265,467800,,,,
9100MSGT,MSGT,MSS,Moses Gate Rail Station,,U,373520,406670,,,,
9100OLDFLDP,OLDFLDP,OLF,Oldfield Park Rail Station,,U,373614,164533,,,,
9100SBCH,SBCH,SDB,Sandbach Rail Station,,U,373780,361520,,,,
9100WALKDEN,WALKDEN,WKD,Walkden Rail Station,,U,373820,402640,,,,
9100CLITHRO,CLITHRO,CLH,Clitheroe Rail Station,,U,374170,441990,,,,
9100CHOS,CHOS,CTW,Church & Oswaldtwistle Rail Station,,U,374300,428310,,,,
9100FRNW,FRNW,FNW,Farnworth Rail Station,,U,374400,406000,,,,
9100FLIXTON,FLIXTON,FLI,Flixton Rail Station,,U,374575,394184,,,,
9100SHIFNAL,SHIFNAL,SFN,Shifnal Rail Station,,U,374950,307660,,,,
9100KEARSLY,KEARSLY,KSL,Kearsley Rail Station,,U,375240,405343,,,,
9100BATHSPA,BATHSPA,BTH,Bath Spa Rail Station,,U,375248,164353,,,,
9100DURSLEY,DURSLEY,CDU,Cam & Dursley Rail Station,,U,375290,202160,,,,
9100KNUTSFD,KNUTSFD,KNF,Knutsford Rail Station,,U,375320,378380,,,,
9100CLWALL,CLWALL,CWL,Colwall Rail Station,,U,375635,242450,,,,
9100CHASNRD,CHASNRD,CSR,Chassen Road Rail Station,,U,375640,394440,,,,
9100ACRNGTN,ACRNGTN,ACR,Accrington Rail Station,,U,375730,428575,,,,
9100KSTP,KSTP,KSW,Kirkby Stephen Rail Station,,U,376200,506670,,,,
9100PTRCRFT,PTRCRFT,PAT,Patricroft Rail Station,,U,376325,398733,,,,
9100DENT,DENT,DNT,Dent Rail Station,,U,376425,487480,,,,
9100RIBLHED,RIBLHED,RHD,Ribblehead Rail Station,,U,376560,478960,,,,
9100URMSTON,URMSTON,URM,Urmston Rail Station,,U,376600,394670,,,,
9100HCHP,HCHP,HCH,Holmes Chapel Rail Station,,U,376640,366930,,,,
9100MRSD,MRSD,MSD,Moorside Rail Station,,U,376770,402235,,,,
9100HALE,HALE,HAL,Hale Rail Station,,U,376990,386930,,,,
9100ALTRNHM,ALTRNHM,ALT,Altrincham Rail Station,,U,377026,387931,,,,
9100HUNCOAT,HUNCOAT,HCT,Huncoat Rail Station,,U,377190,430660,,,,
9100NAVGTNR,NAVGTNR,NVR,Navigation Road Rail Station,,U,377261,388782,,,,
9100ASHLEY,ASHLEY,ASY,Ashley Rail Station,,U,377370,384370,,,,
9100INVURIE,INVURIE,INR,Inverurie Rail Station,,U,377580,821800,,,,
9100SWNT,SWNT,SNN,Swinton (Manchester) Rail Station,,U,377720,402070,,,,
9100MOBERLY,MOBERLY,MOB,Mobberley Rail Station,,U,377875,381410,,,,
9100ECCLES,ECCLES,ECC,Eccles Rail Station,,U,377900,398790,,,,
9100BRDNML,BRDNML,BLL,Bardon Mill Rail Station,,U,377918,564486,,,,
9100MORETON,MORETON,MTN,Moreton (Dorset) Rail Station,,U,377960,89090,,,,
9100MLVRNLK,MLVRNLK,MVL,Malvern Link Rail Station,,U,378223,247510,,,,
9100GOOSTRY,GOOSTRY,GTR,Goostrey Rail Station,,U,378300,369550,,,,
9100GTMLVRN,GTMLVRN,GMV,Great Malvern Rail Station,,U,378300,245700,,,,
9100HMPHRYP,HMPHRYP,HUP,Humphrey Park Rail Station,,U,378346,395102,,,,
9100FROME,FROME,FRO,Frome Rail Station,,U,378450,147610,,,,
9100GARSDLE,GARSDLE,GSD,Garsdale Rail Station,,U,378870,491810,,,,
9100FRESHFD,FRESHFD,FFD,Freshford Rail Station,,U,379130,160370,,,,
9100HAPTON,HAPTON,HPN,Hapton Rail Station,,U,379215,431745,,,,
9100CLTN,CLTN,CLI,Clifton (Manchester) Rail Station,,U,379230,402915,,,,
9100TRFDPK,TRFDPK,TRA,Trafford Park Rail Station,,U,379470,395385,,,,
9100COSFORD,COSFORD,COS,Cosford Rail Station,,U,379780,305275,,,,
9100ALSAGER,ALSAGER,ASG,Alsager Rail Station,,U,380070,355130,,,,
9100GGLSWCK,GGLSWCK,GIG,Giggleswick Rail Station,,U,380275,462915,,,,
9100HTNRIBL,HTNRIBL,HIR,Horton-in-Ribblesdale Rail Station,,U,380370,472660,,,,
9100AVNCLFF,AVNCLFF,AVF,Avoncliff Rail Station,,U,380500,160100,,,,
9100MNCRUFG,MNCRUFG,MUF,Manchester United FC Rail Station,,U,380800,396200,,,,
9100STNHSE,STNHSE,SHU,Stonehouse Rail Station,,U,380800,205280,,,,
9100GLHM,GLHM,GIL,Gillingham (Dorset) Rail Station,,U,380980,126110,,,,
9100CHELFD,CHELFD,CEL,Chelford Rail Station,,U,381385,374850,,,,
9100ROSG,ROSG,RSG,Rose Grove Rail Station,,U,381465,432245,,,,
9100SETTLE,SETTLE,SET,Settle Rail Station,,U,381726,463478,,,,
9100SLFDCT,SLFDCT,SLD,Salford Crescent Rail Station,,U,381800,398910,,,,
9100ALBRGHT,ALBRGHT,ALB,Albrighton Rail Station,,U,381900,304500,,,,
9100MNCRIAP,MNCRIAP,MIA,Manchester Airport Rail Station,,U,381932,385387,,,,
9100BRDFDOA,BRDFDOA,BOA,Bradford-on-Avon Rail Station,,U,382522,160678,,,,
9100BURNLYB,BURNLYB,BUB,Burnley Barracks Rail Station,,U,383095,432760,,,,
9100SLFDORD,SLFDORD,SFD,Salford Central Rail Station,,U,383186,398515,,,,
9100LPRESTN,LPRESTN,LPR,Long Preston Rail Station,,U,383350,457900,,,,
9100MNCRDGT,MNCRDGT,DGT,Deansgate Rail Station,,U,383434,397524,,,,
9100GLOSTER,GLOSTER,GCR,Gloucester Rail Station,,U,383675,218580,,,,
9100BURNMR,BURNMR,BYM,Burnley Manchester Road Rail Station,,U,383700,432100,,,,
9100KIDSGRV,KIDSGRV,KDG,Kidsgrove Rail Station,,U,383700,354400,,,,
9100KDRMNST,KDRMNST,KID,Kidderminster Rail Station,,U,383866,276299,,,,
9100BURNLYC,BURNLYC,BNC,Burnley Central Rail Station,,U,383960,433050,,,,
9100MNCRVIC,MNCRVIC,MCV,Manchester Victoria Rail Station,,U,384000,399000,,,,
9100MNCROXR,MNCROXR,MCO,Manchester Oxford Road Rail Station,,U,384035,397505,,,,
9100STYAL,STYAL,SYA,Styal Rail Station,,U,384090,383520,,,,
9100HYDB,HYDB,HDB,Haydon Bridge Rail Station,,U,384250,564535,,,,
9100ALDEDGE,ALDEDGE,ALD,Alderley Edge Rail Station,,U,384317,378563,,,,
9100HLDG,HLDG,HDG,Heald Green Rail Station,,U,384350,385865,,,,
9100WOOL,WOOL,WOO,Wool Rail Station,,U,384450,86910,,,,
9100BRIERFL,BRIERFL,BRF,Brierfield Rail Station,,U,384530,436438,,,,
9100GATLEY,GATLEY,GTY,Gatley Rail Station,,U,384720,388477,,,,
9100MNCRPIC,MNCRPIC,MAN,Manchester Piccadilly Rail Station,,U,384772,397873,,,,
9100STRUD,STRUD,STD,Stroud (Glos) Rail Station,,U,384950,205125,,,,
9100WORCSFS,WORCSFS,WOF,Worcester Foregate Street Rail Station,,U,384950,255235,,,,
9100WLMSL,WLMSL,WML,Wilmslow Rail Station,,U,385023,381127,,,,
9100HBRY,HBRY,HBY,Hartlebury Rail Station,,U,385030,270735,,,,
9100TRWBRDG,TRWBRDG,TRO,Trowbridge Rail Station,,U,385160,157880,,,,
9100HELIFLD,HELIFLD,HLD,Hellifield Rail Station,,U,385166,457229,,,,
9100EDIDBRY,EDIDBRY,EDY,East Didsbury Rail Station,,U,385340,390300,,,,
9100DILTONM,DILTONM,DMH,Dilton Marsh Rail Station,,U,385585,150000,,,,
9100LNGP,LNGP,LPT,Longport Rail Station,,U,385585,349423,,,,
9100BAGE,BAGE,BNA,Burnage Rail Station,,U,385764,391618,,,,
9100WORCSSH,WORCSSH,WOS,Worcester Shrub Hill Rail Station,,U,385783,255186,,,,
9100HNDFRTH,HNDFRTH,HTH,Handforth Rail Station,,U,385875,383310,,,,
9100ARDWICK,ARDWICK,ADK,Ardwick Rail Station,,U,385900,397200,,,,
9100NLSN,NLSN,NEL,Nelson Rail Station,,U,386030,437660,,,,
9100MLDTHRD,MLDTHRD,MAU,Mauldeth Road Rail Station,,U,386195,392940,,,,
9100WSTBRYW,WSTBRYW,WSB,Westbury (Wilts) Rail Station,,U,386200,152000,,,,
9100SHVN,SHVN,STN,Stonehaven Rail Station,,U,386400,786200,,,,
9100CODSALL,CODSALL,CSL,Codsall Rail Station,,U,386440,303300,,,,
9100ASHBRYS,ASHBRYS,ABY,Ashburys Rail Station,,U,387191,397229,,,,
9100CONGLTN,CONGLTN,CNG,Congleton Rail Station,,U,387220,362320,,,,
9100NTNB,NTNB,NTB,Norton Bridge Rail Station,,U,387270,329930,,,,
9100LVHM,LVHM,LVM,Levenshulme Rail Station,,U,387300,394172,,,,
9100BILBROK,BILBROK,BBK,Bilbrook Rail Station,,U,387500,302900,,,,
9100CHDH,CHDH,CHU,Cheadle Hulme Rail Station,,U,387570,386580,,,,
9100WRMNSTR,WRMNSTR,WMN,Warminster Rail Station,,U,387750,145300,,,,
9100STOKEOT,STOKEOT,SOT,Stoke-on-Trent Rail Station,,U,387953,345645,,,,
9100BLAKEDN,BLAKEDN,BKD,Blakedown Rail Station,,U,388065,278725,,,,
9100BLLVUE,BLLVUE,BLV,Belle Vue Rail Station,,U,388113,396196,,,,
9100COLNE,COLNE,CNE,Colne Rail Station,,U,388135,439850,,,,
9100HTCP,HTCP,HTC,Heaton Chapel Rail Station,,U,388200,392100,,,,
9100CSTL,CSTL,CAS,Castleton (Manchester) Rail Station,,U,388300,410600,,,,
9100DYCE,DYCE,DYC,Dyce Rail Station,,U,388480,812780,,,,
9100RYDRBRW,RYDRBRW,RRB,Ryder Brow Rail Station,,U,388604,395550,,,,
9100WEDGWD,WEDGWD,WED,Wedgwood Rail Station,,U,388620,339310,,,,
9100MLSHILL,MLSHILL,MIH,Mills Hill (Manchester) Rail Station,,U,388734,406089,,,,
9100MSTN,MSTN,MSO,Moston Rail Station,,U,388759,402986,,,,
9100BARLSTN,BARLSTN,BRT,Barlaston Rail Station,,U,388800,338400,,,,
9100GORTON,GORTON,GTO,Gorton Rail Station,,U,389064,396939,,,,
9100BMHL,BMHL,BML,Bramhall Rail Station,,U,389210,384872,,,,
9100STKP,STKP,SPT,Stockport Rail Station,,U,389260,389870,,,,
9100DRTWCHS,DRTWCHS,DTW,Droitwich Spa Rail Station,,U,389290,263350,,,,
9100REDISHS,REDISHS,RDS,Reddish South Rail Station,,U,389550,393250,,,,
9100STONE,STONE,SNE,Stone Rail Station,,U,389670,334555,,,,
9100REDISHN,REDISHN,RDN,Reddish North Rail Station,,U,389720,394750,,,,
9100DAVNPRT,DAVNPRT,DVN,Davenport Rail Station,,U,389925,388240,,,,
9100RCHDALE,RCHDALE,RCD,Rochdale Rail Station,,U,389940,412650,,,,
9100MELKSHM,MELKSHM,MKM,Melksham Rail Station,,U,390040,164540,,,,
9100HAGLEY,HAGLEY,HAG,Hagley Rail Station,,U,390140,280510,,,,
9100PSBY,PSBY,PRB,Prestbury Rail Station,,U,390400,377390,,,,
9100FRFD,FRFD,FRF,Fairfield Rail Station,,U,390421,397183,,,,
9100STRBDGT,STRBDGT,SBT,Stourbridge Town Rail Station,,U,390460,284190,,,,
9100WMOR,WMOR,WSR,Woodsmoor Rail Station,,U,390647,387746,,,,
9100LNTN,LNTN,LGN,Longton Rail Station,,U,390900,343633,,,,
9100STRBDG1,STRBDG1,SBJ,Stourbridge Junction Rail Station,,U,390998,283295,,,,
9100STRBDGJ,STRBDGJ,SBJ,Stourbridge Junction Rail Station,,U,391000,283300,,,,
9100BRNGTN,BRNGTN,BNT,Brinnington Rail Station,,U,391120,392823,,,,
9100POYNTON,POYNTON,PYT,Poynton Rail Station,,U,391150,383730,,,,
9100ADLC,ADLC,ADC,Adlington (Cheshire) Rail Station,,U,391200,380300,,,,
9100DNTON,DNTON,DTN,Denton Rail Station,,U,391355,395576,,,,
9100STAFFRD,STAFFRD,STA,Stafford Rail Station,,U,391870,322933,,,,
9100WARHAM,WARHAM,WRM,Wareham Rail Station,,U,391956,88144,,,,
9100MACLSFD,MACLSFD,MAC,Macclesfield Rail Station,,U,391960,373600,,,,
9100HAZL,HAZL,HAZ,Hazel Grove Rail Station,,U,391980,386750,,,,
9100WVRMPTN,WVRMPTN,WVH,Wolverhampton Rail Station,,U,392000,298900,,,,
9100PNKRDG,PNKRDG,PKG,Penkridge Rail Station,,U,392040,313990,,,,
9100CHIPNHM,CHIPNHM,CPM,Chippenham Rail Station,,U,392080,173730,,,,
9100LYEE,LYEE,LYE,Lye (West Midlands) Rail Station,,U,392220,284670,,,,
9100PLTH,PLTH,PLN,Portlethen Rail Station,,U,392420,796710,,,,
9100GIDB,GIDB,GUI,Guide Bridge Rail Station,,U,392550,397550,,,,
9100SMBG,SMBG,SMB,Smithy Bridge Rail Station,,U,392592,415198,,,,
9100ASHCHRC,ASHCHRC,ASC,Ashchurch for Tewkesbury Rail Station,,U,392630,233390,,,,
9100BREDBRY,BREDBRY,BDY,Bredbury Rail Station,,U,392755,391823,,,,
9100GRGRAVE,GRGRAVE,GGV,Gargrave Rail Station,,U,393200,453600,,,,
9100WDEN,WDEN,WDN,Walsden Rail Station,,U,393200,422207,,,,
9100CHLTNHM,CHLTNHM,CNM,Cheltenham Spa Rail Station,,U,393242,222099,,,,
9100TODMRDN,TODMRDN,TOD,Todmorden Rail Station,,U,393520,424160,,,,
9100ASHONUL,ASHONUL,AHN,Ashton-under-Lyne Rail Station,,U,393840,399400,,,,
9100LITLBRO,LITLBRO,LTL,Littleborough Rail Station,,U,393840,416280,,,,
9100WOODLEY,WOODLEY,WLY,Woodley Rail Station,,U,393900,392500,,,,
9100CRADLYH,CRADLYH,CRA,Cradley Heath Rail Station,,U,393950,285750,,,,
9100HEXHAM,HEXHAM,HEX,Hexham Rail Station,,U,394030,564320,,,,
9100ABRDEEN,ABRDEEN,ABD,Aberdeen Rail Station,,U,394127,805872,,,,
9100ROMILEY,ROMILEY,RML,Romiley Rail Station,,U,394160,390804,,,,
9100COSELEY,COSELEY,CSY,Coseley Rail Station,,U,394280,294140,,,,
9100HYDEN,HYDEN,HYT,Hyde North Rail Station,,U,394424,396454,,,,
9100HYDEC,HYDEC,HYC,Hyde Central Rail Station,,U,394436,395017,,,,
9100MDWD,MDWD,MDL,Middlewood Rail Station,,U,394550,384790,,,,
9100TISBURY,TISBURY,TIS,Tisbury Rail Station,,U,394560,129060,,,,
9100HOLTONH,HOLTONH,HOL,Holton Heath Rail Station,,U,394600,90200,,,,
9100FLWRYFD,FLWRYFD,FLF,Flowery Field Rail Station,,U,394716,396126,,,,
9100ROHL,ROHL,RSH,Rose Hill Marple Rail Station,,U,395009,388824,,,,
9100PERSHOR,PERSHOR,PSH,Pershore Rail Station,,U,395200,248030,,,,
9100BLYBDGE,BLYBDGE,BYB,Blythe Bridge Rail Station,,U,395600,341200,,,,
9100NWTH,NWTH,NWN,Newton for Hyde Rail Station,,U,395639,395516,,,,
9100TIPTON,TIPTON,TIP,Tipton Rail Station,,U,395640,292510,,,,
9100SBYD,SBYD,SYB,Stalybridge Rail Station,,U,395934,398653,,,,
9100OLHL,OLHL,OHL,Old Hill Rail Station,,U,396280,285890,,,,
9100MARPLE,MARPLE,MPL,Marple Rail Station,,U,396290,389320,,,,
9100GODLY,GODLY,GDL,Godley Rail Station,,U,396460,394995,,,,
9100DUDLPT,DUDLPT,DDP,Dudley Port Rail Station,,U,396740,291865,,,,
9100BRMSGRV,BRMSGRV,BMV,Bromsgrove Rail Station,,U,396870,269355,,,,
9100DISLEY,DISLEY,DSL,Disley Rail Station,,U,397270,384590,,,,
9100MOSSLEY,MOSSLEY,MSL,Mossley (Manchester) Rail Station,,U,397360,402034,,,,
9100HATRSLY,HATRSLY,HTY,Hattersley Rail Station,,U,397420,394280,,,,
9100STRINES,STRINES,SRN,Strines Rail Station,,U,397841,386465,,,,
9100ROWLEYR,ROWLEYR,ROW,Rowley Regis Rail Station,,U,398000,286600,,,,
9100SKPT,SKPT,SKI,Skipton Rail Station,,U,398400,451400,,,,
9100KEMBLE,KEMBLE,KEM,Kemble Rail Station,,U,398519,197581,,,,
9100CNCK,CNCK,CAO,Cannock Rail Station,,U,398600,309830,,,,
9100LNDYW,LNDYW,LAW,Landywood Rail Station,,U,398695,306535,,,,
9100HMWTHY,HMWTHY,HAM,Hamworthy Rail Station,,U,398730,91730,,,,
9100BLOXN,BLOXN,BWN,Bloxwich North Rail Station,,U,398900,303075,,,,
9100CRBG,CRBG,CRB,Corbridge Rail Station,,U,398920,563515,,,,
9100BRBM,BRBM,BDB,Broadbottom Rail Station,,U,399000,393800,,,,
9100GFLD,GFLD,GNF,Greenfield Rail Station,,U,399180,404690,,,,
9100CONONLY,CONONLY,CEY,Cononley Rail Station,,U,399305,446825,,,,
9100SNDWDUD,SNDWDUD,SAD,Sandwell & Dudley Rail Station,,U,399310,290085,,,,
9100BLOXWCH,BLOXWCH,BLX,Bloxwich Rail Station,,U,399320,302270,,,,
9100BRWCKUT,BRWCKUT,BWK,Berwick-upon-Tweed Rail Station,,U,399410,653445,,,,
9100HBDNBDG,HBDNBDG,HBD,Hebden Bridge Rail Station,,U,399500,426800,,,,
9100NWMILSN,NWMILSN,NMN,New Mills Newtown Rail Station,,U,399530,384750,,,,
9100NWMILSC,NWMILSC,NMC,New Mills Central Rail Station,,U,399720,385330,,,,
9100LGRN,LGRN,LGG,Langley Green Rail Station,,U,399760,288440,,,,
9100SHPE,SHPE,SNP,Stanhope Rail Station,,U,399888,538705,,,,
9100HDNS,HDNS,HNF,Hednesford Rail Station,,U,399977,312494,,,,
9100BGRN,BGRN,BTG,Barnt Green Rail Station,,U,400610,273670,,,,
9100BSCTSTA,BSCTSTA,BSC,Bescot Stadium Rail Station,,U,400700,296140,,,,
9100FURNESV,FURNESV,FNV,Furness Vale Rail Station,,U,400840,383540,,,,
9100WHALYBG,WHALYBG,WBR,Whaley Bridge Rail Station,,U,401120,381480,,,,
9100WALSALL,WALSALL,WSL,Walsall Rail Station,,U,401130,298510,,,,
9100POOLE,POOLE,POO,Poole Rail Station,,U,401274,91089,,,,
9100MYTHLMR,MYTHLMR,MYT,Mytholmroyd Rail Station,,U,401323,425845,,,,
9100LONB,LONB,LOB,Longbridge Rail Station,,U,401370,277600,,,,
9100GALTILL,GALTILL,SGB,Smethwick Galton Bridge Rail Station,,U,401420,289320,,,,
9100GALTINT,GALTINT,SGB,Smethwick Galton Bridge High Level Rail Station,,U,401421,289320,,,,
9100TAMEBDG,TAMEBDG,TAB,Tame Bridge Parkway Rail Station,,U,401710,295010,,,,
9100RIDNGML,RIDNGML,RDM,Riding Mill Rail Station,,U,401920,561565,,,,
9100DNTG,DNTG,DTG,Dinting Rail Station,,U,402070,394730,,,,
9100SMTHKRS,SMTHKRS,SMR,Smethwick Rolfe Street Rail Station,,U,402090,288720,,,,
9100ALVCHRC,ALVCHRC,ALV,Alvechurch Rail Station,,U,402300,272000,,,,
9100FROSTLY,FROSTLY,FRR,Frosterley Rail Station,,U,402390,536890,,,,
9100HADFILD,HADFILD,HDF,Hadfield Rail Station,,U,402400,396000,,,,
9100NRTF,NRTF,NFD,Northfield Rail Station,,U,402420,278910,,,,
9100HNDSHWT,HNDSHWT,THW,The Hawthorns Rail Station,,U,402540,289720,,,,
9100GLSP,GLSP,GLO,Glossop Rail Station,,U,403480,394190,,,,
9100EVESHAM,EVESHAM,EVE,Evesham Rail Station,,U,403706,244452,,,,
9100STEETON,STEETON,SON,Steeton & Silsden Rail Station,,U,403730,444875,,,,
9100PSTONE,PSTONE,PKS,Parkstone (Dorset) Rail Station,,U,403770,91485,,,,
9100CHNLY,CHNLY,CLY,Chinley Rail Station,,U,403830,382600,,,,
9100RDIT,RDIT,RDC,Redditch Rail Station,,U,403830,267580,,,,
9100RUGLTWN,RUGLTWN,RGT,Rugeley Town Rail Station,,U,404360,317420,,,,
9100UNVRSYB,UNVRSYB,UNI,University Rail Station,,U,404400,283700,,,,
9100SELYOAK,SELYOAK,SLY,Selly Oak Rail Station,,U,404460,282670,,,,
9100MRSN,MRSN,MSN,Marsden Rail Station,,U,404680,411849,,,,
9100KNORTON,KNORTON,KNN,Kings Norton Rail Station,,U,404700,279590,,,,
9100RUGL,RUGL,RGL,Rugeley Trent Valley Rail Station,,U,404830,319120,,,,
9100HAMSTED,HAMSTED,HSD,Hamstead (Birmingham) Rail Station,,U,404915,292580,,,,
9100BOURNVL,BOURNVL,BRV,Bournville Rail Station,,U,405100,281000,,,,
9100STCKSFL,STCKSFL,SKS,Stocksfield Rail Station,,U,405430,561380,,,,
9100CHEF,CHEF,CEF,Chapel-en-le-Frith Rail Station,,U,405510,379480,,,,
9100BRANKSM,BRANKSM,BSM,Branksome Rail Station,,U,405760,91930,,,,
9100BUXTON,BUXTON,BUX,Buxton Rail Station,,U,405910,373750,,,,
9100BHAMJEW,BHAMJEW,JEQ,Jewellery Quarter Rail Station,,U,405990,287950,,,,
9100FIVEWYS,FIVEWYS,FWY,Five Ways Rail Station,,U,406010,285910,,,,
9100SWRBBDG,SWRBBDG,SOW,Sowerby Bridge Rail Station,,U,406235,423495,,,,
9100KEIGHLY,KEIGHLY,KEI,Keighley Rail Station,,U,406565,441310,,,,
9100PRYBR,PRYBR,PRY,Perry Barr Rail Station,,U,406750,290960,,,,
9100BHAMNWS,BHAMNWS,BHM,Birmingham New Street Rail Station,,U,406875,286659,,,,
9100BHAMSNH,BHAMSNH,BSW,Birmingham Snow Hill Rail Station,,U,406950,287275,,,,
9100BHAMMRS,BHAMMRS,BMO,Birmingham Moor Street Rail Station,,U,407400,286800,,,,
9100DVHL,DVHL,DVH,Dove Holes Rail Station,,U,407445,378125,,,,
9100WOLSHAM,WOLSHAM,WLH,Wolsingham Rail Station,,U,407600,536820,,,,
9100SLTHWTE,SLTHWTE,SWT,Slaithwaite Rail Station,,U,407930,414150,,,,
9100WITTON,WITTON,WTT,Witton (West Midlands) Rail Station,,U,407940,290505,,,,
9100BRDS,BRDS,BBS,Bordesley Rail Station,,U,408400,286000,,,,
9100PRUDHOE,PRUDHOE,PRU,Prudhoe Rail Station,,U,408750,563475,,,,
9100ASTON,ASTON,AST,Aston Rail Station,,U,408790,289600,,,,
9100DUDESTN,DUDESTN,DUD,Duddeston Rail Station,,U,408830,287835,,,,
9100WYTH,WYTH,WYT,Wythall Rail Station,,U,409250,275775,,,,
9100ELWD,ELWD,EWD,Earlswood (West Midlands) Rail Station,,U,409550,274290,,,,
9100SMLHTH,SMLHTH,SMA,Small Heath Rail Station,,U,409650,285100,,,,
9100BOMO,BOMO,BMH,Bournemouth Rail Station,,U,409660,91970,,,,
9100UTOXETR,UTOXETR,UTT,Uttoxeter Rail Station,,U,409700,333270,,,,
9100HLFX,HLFX,HFX,Halifax Rail Station,,U,409760,424960,,,,
9100ADERLYP,ADERLYP,ADD,Adderley Park Rail Station,,U,409880,287250,,,,
9100YRDLYWD,YRDLYWD,YRD,Yardley Wood Rail Station,,U,410000,280400,,,,
9100GRAVLYH,GRAVLYH,GVH,Gravelly Hill Rail Station,,U,410100,290800,,,,
9100WHLE,WHLE,WTE,Whitlocks End Rail Station,,U,410200,277100,,,,
9100CFLATTS,CFLATTS,CFL,Crossflatts Rail Station,,U,410300,440260,,,,
9100HLGN,HLGN,HLG,Hall Green Rail Station,,U,410590,282115,,,,
9100BLKST,BLKST,BKT,Blake Street Rail Station,,U,410600,300800,,,,
9100SHIRLEY,SHIRLEY,SRL,Shirley Rail Station,,U,410630,278390,,,,
9100SHNS,SHNS,SEN,Shenstone Rail Station,,U,410640,304635,,,,
9100THELAKS,THELAKS,TLK,The Lakes Rail Station,,U,410675,273465,,,,
9100WDND,WDND,WDE,Wood End Rail Station,,U,410710,271745,,,,
9100BNGY,BNGY,BIY,Bingley Rail Station,,U,410800,439165,,,,
9100ERDNGTN,ERDNGTN,ERD,Erdington Rail Station,,U,410985,292280,,,,
9100TYSL,TYSL,TYS,Tyseley Rail Station,,U,411030,284030,,,,
9100BTLRSLA,BTLRSLA,BUL,Butlers Lane Rail Station,,U,411070,299420,,,,
9100SPRD,SPRD,SRI,Spring Road Rail Station,,U,411150,282840,,,,
9100CHSRD,CHSRD,CRD,Chester Road Rail Station,,U,411460,293100,,,,
9100HONYBRN,HONYBRN,HYB,Honeybourne Rail Station,,U,411485,244820,,,,
9100WYGN,WYGN,WYL,Wylde Green Rail Station,,U,411530,294220,,,,
9100FOUROKS,FOUROKS,FOK,Four Oaks Rail Station,,U,411750,298010,,,,
9100ILKLEY,ILKLEY,ILK,Ilkley Rail Station,,U,411785,447640,,,,
9100LCHC,LCHC,LIC,Lichfield City Rail Station,,U,411900,309175,,,,
9100SUTCO,SUTCO,SUT,Sutton Coldfield Rail Station,,U,411970,296360,,,,
9100WYLAM,WYLAM,WYM,Wylam Rail Station,,U,412000,564500,,,,
9100EDALE,EDALE,EDL,Edale Rail Station,,U,412300,385360,,,,
9100DANZEY,DANZEY,DZY,Danzey Rail Station,,U,412305,269650,,,,
9100ACOCKSG,ACOCKSG,ACG,Acocks Green Rail Station,,U,412400,283500,,,,
9100POKSDWN,POKSDWN,POK,Pokesdown Rail Station,,U,412440,92400,,,,
9100STECHFD,STECHFD,SCF,Stechford Rail Station,,U,412930,287450,,,,
9100LKWD,LKWD,LCK,Lockwood Rail Station,,U,413270,415375,,,,
9100BNRHYDN,BNRHYDN,BEY,Ben Rhydding Rail Station,,U,413400,447750,,,,
9100OLTON,OLTON,OLT,Olton Rail Station,,U,413400,282300,,,,
9100LCHTTVH,LCHTTVH,LIF,Lichfield Trent Valley High Level Rail Station,,U,413600,309930,,,,
9100LCHTTVL,LCHTTVL,LTV,Lichfield Trent Valley Rail Station,,U,413601,309930,,,,
9100SLSBRY,SLSBRY,SAL,Salisbury Rail Station,,U,413662,130153,,,,
9100BERRYB,BERRYB,BBW,Berry Brow Rail Station,,U,413761,413853,,,,
9100SAIR,SAIR,SAE,Saltaire Rail Station,,U,413885,438047,,,,
9100HDRSFLD,HDRSFLD,HUD,Huddersfield Rail Station,,U,414330,416910,,,,
9100SOLIHUL,SOLIHUL,SOL,Solihull Rail Station,,U,414490,279620,,,,
9100HONLEY,HONLEY,HOY,Honley Rail Station,,U,414590,412430,,,,
9100LEAHALL,LEAHALL,LEH,Lea Hall Rail Station,,U,414630,286990,,,,
9100BRHOUSE,BRHOUSE,BGH,Brighouse Rail Station,,U,414660,422440,,,,
9100WOTONWN,WOTONWN,WWW,Wootton Wawen Rail Station,,U,414790,263215,,,,
